YAL039C,NP_005324.3,36.032
YAL040C,NP_066970.3,27.358
YAL041W,NP_001159743.1,25.956
YAL042W,NP_938408.1,37.046
YAL043C,XP_011525656.1,27.679
YAL044C,NP_004474.2,47.059
YAL044W-A,XP_006711411.1,36.275
YAL046C,NP_997717.2,46.154
YAL047C,XP_005274557.2,30.409
YAL048C,XP_011523278.2,32.114
YAL049C,NP_620164.1,27.632
YAL051W,XP_016882646.1,27.027
YAL053W,XP_011537126.1,31.884
YAL054C,NP_115890.2,47.013
YAL056W,NP_001263211.1,30.263
YAL058W,NP_001350928.1,30.501
YAL059W,NP_000778.3,23.469
YAL060W,NP_003095.2,32.468
YAL061W,NP_003095.2,29.132
YAL062W,NP_005262.1,27.481
YAL063C-A,NP_003579.3,31.818
YAL064C-A,XP_016863142.1,36.842
YAL064W,XP_016860313.1,46.154
YAL064W-B,NP_078815.3,31.884
YAL065C,NP_001294947.1,24.194
YAL067W-A,XP_024305287.1,34.091
YAR002C-A,NP_059980.2,29.204
YAR002W,XP_016883230.1,27.083
YAR003W,NP_001180201.1,30.467
YAR007C,NP_002936.1,31.621
YAR008W,XP_005278347.1,25.484
YAR009C,NP_998762.1,22.481
YAR010C,XP_024309524.1,25.610
YAR014C,NP_909119.1,22.680
YAR015W,NP_001072993.1,23.346
YAR018C,NP_001191112.1,35.610
YAR019C,XP_016883522.1,41.016
YAR023C,NP_653167.1,30.769
YAR027W,XP_011510826.1,23.301
YAR029W,NP_116787.1,29.412
YAR031W,NP_004698.3,28.846
YAR033W,NP_001138471.1,24.638
YAR035W,NP_000089.1,30.074
YAR042W,NP_002547.1,38.710
YAR042W,NP_002547.1,40.295
YAR064W,NP_005201.2,31.373
YAR068W,NP_006560.3,44.444
YAR071W,NP_004888.2,22.844
YBL001C,NP_775957.2,40.000
YBL002W,NP_001019770.1,73.984
YBL003C,NP_003503.1,76.800
YBL004W,NP_055318.2,22.755
YBL004W,NP_055318.2,27.198
YBL005W,XP_011530966.1,26.718
YBL005W-A,NP_932157.1,25.000
YBL005W-B,XP_006714949.1,26.050
YBL006C,XP_024308744.1,28.889
YBL007C,XP_016870111.1,32.653
YBL007C,XP_016870111.1,34.921
YBL007C,XP_016870111.1,37.705
YBL008W,NP_003316.3,32.593
YBL009W,NP_114171.2,28.395
YBL010C,NP_056487.1,32.813
YBL013W,NP_640335.2,28.035
YBL015W,XP_016862673.1,23.718
YBL016W,NP_620407.1,50.712
YBL017C,NP_001192157.1,25.397
YBL017C,NP_001192157.1,27.842
YBL019W,NP_055296.2,25.352
YBL020W,XP_016862949.1,26.044
YBL021C,XP_024304753.1,53.906
YBL022C,NP_001263408.1,43.690
YBL023C,NP_004517.2,49.938
YBL024W,NP_060225.4,35.425
YBL025W,NP_001034782.1,34.043
YBL026W,NP_067000.1,63.158
YBL027W,NP_000972.1,57.527
YBL028C,XP_011519325.1,32.394
YBL029C-A,NP_000431.2,40.909
YBL029W,NP_001239126.1,28.169
YBL030C,NP_001627.2,53.716
YBL032W,XP_024307887.1,25.387
YBL033C,NP_001207421.1,35.294
YBL034C,XP_016859146.1,24.719
YBL035C,NP_002680.2,28.131
YBL036C,NP_009129.1,43.981
YBL037W,NP_001229766.1,26.415
YBL038W,NP_060310.1,26.207
YBL039C,XP_024309322.1,58.730
YBL039W-B,XP_011523729.1,36.364
YBL040C,NP_006846.1,48.165
YBL041W,NP_002784.1,45.652
YBL043W,NP_001181885.1,25.581
YBL044W,NP_001166969.1,33.333
YBL045C,NP_003356.2,30.872
YBL047C,XP_016856104.1,30.460
YBL049W,NP_659445.1,48.421
YBL050W,NP_071363.1,34.859
YBL051C,NP_001293135.1,30.667
YBL052C,NP_874368.1,46.931
YBL054W,NP_002457.1,36.232
YBL055C,NP_114415.1,33.159
YBL056W,NP_808820.1,34.211
YBL057C,NP_001015509.1,39.024
YBL058W,NP_057227.2,30.892
YBL059C-A,XP_016878956.1,35.000
YBL059W,NP_001310900.1,27.434
YBL060W,NP_004218.1,27.049
YBL061C,XP_011527678.1,23.718
YBL061C,XP_011527678.1,24.354
YBL063W,NP_004514.2,37.865
YBL064C,NP_004896.1,48.402
YBL066C,NP_001287717.1,29.474
YBL067C,NP_001273696.1,37.966
YBL068W,NP_002756.1,62.893
YBL069W,NP_116119.2,24.064
YBL071C-B,NP_001317538.1,44.444
YBL071W-A,NP_996662.1,49.180
YBL072C,NP_001003.1,60.680
YBL074C,XP_011527065.1,25.733
YBL075C,XP_011541100.1,75.578
YBL076C,NP_001365506.1,54.210
YBL078C,NP_113600.1,54.701
YBL079W,NP_705618.1,21.291
YBL079W,NP_705618.1,26.355
YBL080C,NP_004555.1,31.211
YBL082C,NP_005778.1,35.561
YBL084C,NP_001339980.1,40.803
YBL085W,NP_056368.1,29.299
YBL087C,NP_000969.1,80.303
YBL088C,XP_006718908.1,32.240
YBL089W,XP_016878884.1,23.750
YBL090W,NP_061870.1,23.881
YBL091C,NP_001304112.1,58.356
YBL091C-A,NP_919415.2,33.684
YBL092W,NP_001007075.1,61.240
YBL093C,NP_653267.2,29.167
YBL095W,XP_011507444.1,19.259
YBL097W,XP_006712451.1,22.050
YBL097W,XP_006712451.1,27.500
YBL098W,NP_003670.2,38.009
YBL099W,NP_004037.1,73.767
YBL100W-A,NP_000426.2,27.103
YBL100W-B,NP_076936.1,25.731
YBL100W-C,NP_001365682.1,42.857
YBL102W,NP_955376.1,27.778
YBL103C,NP_001341536.1,38.983
YBL104C,NP_061878.3,26.341
YBL104C,NP_061878.3,30.127
YBL105C,XP_011531285.1,46.499
YBL106C,XP_006713888.1,20.959
YBL108C-A,NP_057520.2,45.455
YBL111C,NP_001135941.1,22.500
YBL112C,NP_055129.2,44.000
YBL113C,NP_065983.1,23.958
YBL113C,NP_065983.1,26.490
YBL113C,NP_065983.1,27.138
YBL113C,NP_065983.1,29.412
YBR001C,NP_009111.2,28.604
YBR002C,NP_079163.2,43.038
YBR003W,XP_011517739.1,37.013
YBR003W,XP_011517739.1,42.308
YBR004C,NP_001361412.1,30.400
YBR005W,NP_001229389.1,20.000
YBR006W,NP_001071.1,48.333
YBR007C,XP_005268045.1,28.082
YBR008C,XP_005277843.1,28.571
YBR009C,NP_778224.1,92.233
YBR010W,NP_005315.1,90.441
YBR011C,NP_066952.1,52.982
YBR012W-A,XP_024309524.1,26.829
YBR012W-B,NP_001258152.2,33.333
YBR013C,NP_689643.2,24.545
YBR014C,NP_001230328.1,39.796
YBR015C,XP_016859752.1,28.889
YBR016W,NP_115788.1,44.444
YBR017C,NP_694858.1,34.518
YBR018C,NP_000146.2,45.429
YBR019C,NP_001121093.1,54.155
YBR020W,NP_002035.1,35.108
YBR021W,NP_001157394.1,30.000
YBR022W,NP_001335381.1,23.121
YBR023C,NP_005319.1,25.444
YBR024W,NP_004580.1,33.209
YBR025C,NP_037473.3,53.827
YBR026C,NP_057095.4,36.308
YBR028C,NP_001258973.1,37.561
YBR029C,NP_001254.2,38.269
YBR030W,NP_079136.2,28.571
YBR031W,NP_000959.2,60.417
YBR033W,NP_001354647.1,27.869
YBR034C,NP_938074.2,50.962
YBR035C,NP_060599.1,38.053
YBR036C,XP_011534355.1,24.468
YBR037C,NP_004580.1,39.901
YBR038W,XP_011521363.1,22.512
YBR039W,NP_005165.1,39.298
YBR041W,NP_003636.2,33.275
YBR042C,NP_064518.1,26.159
YBR043C,XP_005271061.1,25.789
YBR044C,NP_955472.1,21.610
YBR045C,XP_011520910.1,41.304
YBR046C,NP_671713.1,29.674
YBR048W,NP_001006.1,69.872
YBR049C,XP_024302790.1,28.431
YBR049C,XP_024302790.1,31.343
YBR049C,XP_024302790.1,32.955
YBR050C,XP_016859935.1,27.083
YBR053C,NP_001269777.1,25.980
YBR054W,NP_065907.2,34.921
YBR055C,NP_036601.2,26.979
YBR056W-A,NP_001365078.1,33.333
YBR057C,XP_016867004.1,23.757
YBR058C,NP_003472.2,28.736
YBR059C,XP_005263174.1,36.842
YBR060C,XP_006712618.1,26.415
YBR061C,XP_024308127.1,48.571
YBR062C,XP_016865588.1,48.889
YBR063C,XP_016870066.1,50.000
YBR065C,NP_060517.1,37.692
YBR066C,NP_006554.1,34.375
YBR066C,NP_006554.1,37.500
YBR066C,NP_006554.1,48.077
YBR067C,XP_016880505.1,28.169
YBR068C,NP_036376.2,23.284
YBR069C,NP_066000.2,21.667
YBR070C,NP_659425.1,35.025
YBR071W,NP_060570.2,26.786
YBR072C-A,XP_024302502.1,41.667
YBR072W,NP_001284634.1,32.203
YBR073W,NP_001192192.1,43.137
YBR074W,XP_016870628.1,30.736
YBR076W,NP_001269844.1,38.462
YBR077C,XP_011531986.1,29.412
YBR078W,XP_005246434.1,31.579
YBR079C,NP_003741.1,26.886
YBR080C,NP_006169.2,46.409
YBR081C,NP_001276975.1,40.260
YBR082C,NP_057067.1,81.250
YBR083W,XP_006723491.1,43.750
YBR084C-A,NP_000972.1,57.527
YBR084W,NP_005947.3,55.920
YBR085W,NP_001627.2,53.667
YBR086C,NP_060545.3,21.396
YBR087W,NP_002906.1,44.000
YBR088C,NP_872590.1,35.521
YBR089C-A,XP_024305109.1,39.474
YBR089C-A,XP_024305109.1,44.048
YBR090C,NP_008984.1,38.095
YBR091C,XP_024304204.1,38.776
YBR092C,NP_004888.2,22.779
YBR093C,NP_004888.2,23.684
YBR094W,XP_005263656.1,27.160
YBR096W,NP_057731.1,23.958
YBR097W,NP_055417.1,20.854
YBR097W,NP_055417.1,33.375
YBR098W,NP_443122.3,23.729
YBR101C,XP_016882034.1,27.049
YBR102C,NP_787072.2,22.374
YBR103W,XP_024309520.1,24.777
YBR104W,NP_001034444.1,35.762
YBR105C,NP_076957.3,28.947
YBR107C,NP_001122107.1,58.333
YBR109C,NP_008819.1,59.864
YBR110W,NP_061982.3,36.406
YBR111C,NP_054861.2,42.553
YBR111W-A,NP_001180486.1,31.395
YBR112C,XP_016885560.1,25.114
YBR112C,XP_016885560.1,26.087
YBR112C,XP_016885560.1,35.294
YBR114W,XP_016862568.1,27.848
YBR114W,XP_016862568.1,32.916
YBR115C,NP_001310821.1,21.543
YBR117C,XP_011532356.1,24.851
YBR118W,NP_001393.1,80.652
YBR119W,NP_004587.1,39.241
YBR120C,NP_001012777.1,39.024
YBR121C,NP_002038.2,47.167
YBR123C,NP_001273638.1,36.986
YBR125C,NP_817092.1,31.683
YBR125C,NP_817092.1,36.323
YBR126C,NP_002800.2,27.273
YBR127C,NP_001684.2,80.550
YBR128C,XP_016874010.1,25.263
YBR129C,NP_690874.2,36.538
YBR130C,NP_005550.2,22.186
YBR130C,NP_005550.2,22.344
YBR131W,NP_003449.2,40.000
YBR132C,NP_620172.2,24.583
YBR133C,NP_001034708.1,27.500
YBR135W,NP_001818.1,53.247
YBR136W,NP_001341508.1,24.984
YBR137W,NP_002469.2,34.000
YBR139W,NP_001121167.1,30.303
YBR140C,NP_000258.1,22.327
YBR141C,XP_005247305.1,28.571
YBR142W,NP_065147.1,33.131
YBR142W,NP_065147.1,36.486
YBR143C,NP_004721.1,68.224
YBR145W,NP_003095.2,28.517
YBR146W,XP_011509946.1,37.037
YBR147W,XP_005245973.1,28.571
YBR147W,XP_005245973.1,33.333
YBR148W,NP_001010870.1,30.435
YBR149W,NP_064695.3,36.808
YBR150C,XP_016885215.1,28.070
YBR151W,NP_001363456.1,29.167
YBR152W,NP_110395.1,24.510
YBR154C,NP_002686.3,43.578
YBR155W,NP_004614.3,27.832
YBR156C,XP_011539099.1,28.289
YBR157C,NP_065772.1,27.193
YBR158W,XP_016874454.1,30.303
YBR159W,NP_057226.1,32.317
YBR160W,NP_001249.1,64.931
YBR161W,XP_016862033.1,26.154
YBR162C,XP_016864740.1,22.353
YBR162W-A,NP_055260.1,30.159
YBR163W,XP_016857591.1,23.129
YBR164C,NP_001168.1,64.671
YBR165W,XP_024303088.1,27.273
YBR167C,NP_074035.1,44.000
YBR169C,NP_001273432.1,39.104
YBR170C,NP_060391.2,34.242
YBR171W,NP_001258736.1,28.125
YBR172C,NP_001362697.1,38.806
YBR173C,NP_057016.1,26.271
YBR175W,XP_024303163.1,34.472
YBR176W,XP_005244992.1,36.170
YBR177C,NP_115993.3,29.811
YBR179C,XP_005247653.2,22.754
YBR180W,NP_004247.2,28.994
YBR181C,NP_001001.2,62.762
YBR182C,NP_001352140.1,48.352
YBR183W,NP_060837.3,34.572
YBR184W,NP_001257431.1,32.432
YBR186W,XP_011512465.1,35.312
YBR187W,XP_016863901.1,36.466
YBR188C,NP_001290042.1,30.488
YBR189W,NP_001308633.1,71.196
YBR191W,NP_000973.2,59.873
YBR192W,NP_001098117.1,24.413
YBR192W,NP_001098117.1,39.818
YBR193C,XP_011529821.1,25.000
YBR194W,XP_011525010.1,29.310
YBR195C,NP_001128727.1,29.594
YBR196C,XP_011525056.1,57.923
YBR196C-B,XP_016857388.1,41.379
YBR197C,NP_002449.2,29.851
YBR198C,XP_016856534.1,24.319
YBR198C,XP_016856534.1,39.496
YBR199W,XP_011529191.1,26.126
YBR200W,NP_001295104.1,31.858
YBR201W,NP_057125.2,21.244
YBR202W,NP_005907.3,45.914
YBR203W,XP_011515706.1,24.691
YBR204C,NP_003316.3,28.750
YBR205W,XP_016870406.1,39.024
YBR208C,XP_011511294.1,34.694
YBR208C,XP_011511294.1,44.018
YBR210W,NP_054903.1,36.029
YBR211C,XP_011531931.1,34.694
YBR212W,NP_001310898.1,26.557
YBR214W,XP_016859832.1,21.927
YBR215W,XP_016876826.1,25.197
YBR216C,NP_001290376.1,29.032
YBR217W,NP_004698.3,31.818
YBR218C,XP_016873361.1,53.640
YBR219C,XP_016862953.1,36.000
YBR220C,NP_004724.1,31.215
YBR221C,NP_001302465.1,60.704
YBR222C,NP_777577.2,25.835
YBR223C,XP_016876928.1,23.819
YBR227C,XP_011519466.1,39.427
YBR228W,NP_076949.1,26.573
YBR229C,NP_938148.1,39.333
YBR230C,XP_016865490.1,52.000
YBR231C,NP_006315.1,33.103
YBR233W,NP_001369207.1,23.958
YBR233W,NP_001369207.1,29.721
YBR233W,NP_001369207.1,31.507
YBR233W,NP_001369207.1,31.579
YBR234C,NP_006400.2,37.203
YBR235W,NP_064631.2,34.264
YBR236C,NP_003790.1,36.162
YBR237W,NP_055644.2,36.250
YBR237W,NP_055644.2,38.697
YBR238C,XP_016855523.1,27.586
YBR239C,XP_011543786.1,27.869
YBR240C,NP_057016.1,27.397
YBR241C,NP_006507.2,29.814
YBR242W,NP_057147.2,42.935
YBR243C,NP_001373.2,41.985
YBR244W,NP_001354761.1,41.772
YBR245C,NP_001269804.1,49.899
YBR246W,NP_001333321.1,32.022
YBR247C,NP_004044.3,35.789
YBR248C,XP_016862911.1,24.204
YBR249C,NP_001317020.1,39.623
YBR250W,NP_899232.2,22.667
YBR251W,NP_001308926.1,33.548
YBR252W,NP_001020420.1,55.319
YBR254C,XP_011543868.1,33.529
YBR255C-A,NP_689801.1,22.857
YBR256C,NP_001053.2,25.424
YBR257W,NP_006618.1,33.813
YBR258C,NP_001879.1,28.000
YBR259W,NP_001317617.1,25.000
YBR260C,XP_011522776.1,30.348
YBR261C,NP_054783.2,38.326
YBR262C,XP_005273177.1,32.558
YBR263W,NP_005403.2,53.579
YBR264C,NP_958842.1,38.889
YBR265W,NP_002026.1,26.282
YBR267W,NP_219482.1,41.860
YBR267W,NP_219482.1,49.091
YBR268W,NP_758455.1,33.871
YBR269C,NP_660310.2,41.176
YBR270C,NP_006867.1,27.049
YBR271W,NP_078834.2,29.032
YBR272C,NP_001092694.1,29.167
YBR273C,NP_001273007.1,31.646
YBR274W,XP_024304105.1,29.002
YBR275C,XP_024308784.1,28.395
YBR276C,XP_016875477.1,43.210
YBR278W,NP_063949.2,36.250
YBR279W,NP_061961.2,23.427
YBR280C,XP_016878187.1,22.302
YBR280C,XP_016878187.1,31.507
YBR280C,XP_016878187.1,41.509
YBR281C,NP_116038.4,29.747
YBR282W,NP_115866.1,37.931
YBR283C,NP_037468.1,30.228
YBR284W,NP_001244290.1,30.756
YBR285W,XP_016868721.1,40.625
YBR286W,XP_011543009.1,24.889
YBR287W,NP_150375.2,25.806
YBR288C,XP_016868466.1,24.916
YBR289W,NP_003064.2,36.486
YBR290W,NP_085048.1,31.373
YBR291C,NP_005975.1,38.966
YBR293W,NP_001132928.1,25.806
YBR294W,NP_775897.3,34.249
YBR295W,XP_016876116.1,28.362
YBR296C,XP_016860260.1,25.405
YBR296C,XP_016860260.1,40.860
YBR296C-A,NP_001306028.1,57.143
YBR297W,NP_938012.2,48.571
YBR298C,XP_024304616.1,22.993
YBR298C-A,XP_016862795.1,37.931
YBR299W,NP_000332.2,28.801
YBR302C,XP_006719004.1,29.310
YCL001W,NP_008964.3,50.955
YCL001W-A,NP_057030.3,29.032
YCL001W-B,NP_057030.3,31.250
YCL002C,XP_006710774.1,40.000
YCL004W,XP_016880851.1,33.806
YCL005W-A,NP_660265.2,28.889
YCL008C,NP_006283.1,25.789
YCL010C,XP_016878383.1,27.083
YCL011C,XP_005272537.1,24.490
YCL011C,XP_005272537.1,35.294
YCL011C,XP_005272537.1,39.726
YCL011C,XP_005272537.1,42.105
YCL011C,XP_005272537.1,43.836
YCL012C,NP_077288.2,45.455
YCL014W,XP_005246922.1,40.000
YCL016C,NP_076999.2,23.545
YCL017C,NP_066923.3,67.332
YCL018W,NP_005521.1,26.722
YCL019W,NP_076936.1,25.731
YCL020W,XP_005259981.1,27.536
YCL021W-A,NP_001185892.1,32.075
YCL024W,NP_115806.1,40.849
YCL025C,NP_066000.2,21.315
YCL026C-B,XP_024307332.1,24.409
YCL027W,XP_011540455.1,35.417
YCL027W,XP_011540455.1,37.500
YCL029C,XP_011542763.1,33.333
YCL031C,NP_056518.2,27.642
YCL032W,NP_060529.4,30.392
YCL033C,XP_024304689.1,42.017
YCL035C,NP_001166984.1,36.792
YCL036W,NP_005608.1,31.250
YCL037C,XP_016863841.1,49.315
YCL038C,NP_004686.1,34.783
YCL039W,NP_001108585.2,25.828
YCL039W,NP_001108585.2,33.613
YCL040W,NP_079406.4,30.754
YCL040W,NP_079406.4,34.426
YCL042W,XP_011530626.1,26.496
YCL043C,NP_004902.1,31.663
YCL043C,NP_004902.1,36.697
YCL043C,NP_004902.1,38.760
YCL045C,NP_055862.1,28.402
YCL047C,NP_001092763.1,20.130
YCL048W-A,XP_011520012.1,37.500
YCL049C,XP_016858088.1,39.024
YCL051W,NP_001350774.1,30.000
YCL052C,XP_016861697.1,30.303
YCL054W,XP_024306330.1,49.704
YCL054W-A,NP_055144.3,43.478
YCL055W,NP_066012.1,27.027
YCL056C,XP_005246845.1,29.730
YCL057C-A,NP_001191012.1,38.235
YCL057W,NP_003240.1,37.246
YCL059C,NP_008974.5,63.699
YCL061C,XP_005246389.1,32.222
YCL064C,NP_006834.2,35.671
YCL066W,NP_004376.2,23.404
YCL067C,XP_016870275.1,33.824
YCL068C,XP_016860491.1,30.928
YCL069W,XP_011510309.1,45.455
YCL073C,NP_004719.2,31.667
YCR002C,NP_001280627.1,46.897
YCR003W,NP_114109.1,22.018
YCR004C,XP_016879748.1,25.532
YCR005C,NP_004068.2,59.864
YCR007C,XP_011512334.1,25.234
YCR008W,NP_001231775.1,31.786
YCR009C,NP_061158.1,26.894
YCR011C,XP_011530722.1,32.295
YCR012W,NP_000282.1,65.783
YCR014C,XP_024303710.1,24.416
YCR015C,XP_024308531.1,39.286
YCR016W,XP_024302745.1,27.941
YCR017C,NP_079363.2,30.141
YCR019W,NP_001189379.1,34.043
YCR020C,XP_016870409.1,25.490
YCR020C-A,NP_057284.1,39.130
YCR020W-B,XP_011511897.1,48.000
YCR021C,NP_065159.1,28.767
YCR023C,NP_001350608.1,27.434
YCR024C,NP_078954.4,36.966
YCR024C-A,NP_001304716.1,42.424
YCR026C,XP_016866421.1,26.419
YCR027C,NP_005605.1,37.306
YCR028C,XP_006720445.1,30.612
YCR028C-A,NP_003134.1,20.833
YCR030C,XP_024305995.1,21.030
YCR031C,NP_005608.1,81.818
YCR032W,XP_011530066.1,43.033
YCR033W,NP_006303.4,26.522
YCR034W,NP_068586.1,27.829
YCR035C,NP_852480.1,23.950
YCR036W,NP_071411.1,31.118
YCR037C,XP_011522097.1,29.861
YCR037C,XP_011522097.1,30.000
YCR038C,NP_001354531.1,27.706
YCR039C,XP_016870275.1,33.824
YCR040W,NP_004376.2,23.404
YCR041W,XP_016866321.1,34.483
YCR042C,XP_016869272.1,22.844
YCR043C,XP_016872893.1,28.049
YCR044C,NP_219487.3,27.576
YCR045C,NP_777596.2,35.472
YCR046C,NP_055578.2,30.882
YCR047C,NP_059998.2,49.286
YCR048W,NP_036211.2,31.527
YCR050C,NP_001008800.1,29.524
YCR051W,XP_016872188.1,28.395
YCR051W,XP_016872188.1,29.825
YCR051W,XP_016872188.1,31.884
YCR051W,XP_016872188.1,34.286
YCR052W,NP_003069.2,21.365
YCR053W,XP_024308743.1,36.040
YCR054C,NP_001161093.1,36.634
YCR057C,NP_005040.2,43.679
YCR059C,XP_016881321.1,48.718
YCR060W,XP_005248605.1,43.548
YCR061W,XP_006713498.1,31.250
YCR063W,NP_003901.2,50.323
YCR065W,NP_001445.2,54.545
YCR066W,NP_064550.3,33.600
YCR066W,NP_064550.3,36.000
YCR067C,NP_005877.2,29.412
YCR068W,XP_016861152.1,39.474
YCR069W,NP_000933.1,36.145
YCR071C,NP_004918.1,36.585
YCR072C,NP_060566.2,46.813
YCR073C,NP_001278887.1,36.478
YCR073W-A,NP_036220.1,35.841
YCR075C,NP_004928.2,31.034
YCR076C,NP_004249.2,24.590
YCR077C,NP_689929.2,34.722
YCR079W,XP_016863296.1,29.670
YCR081W,NP_005111.2,26.190
YCR082W,NP_714941.1,33.871
YCR083W,NP_003320.2,45.631
YCR084C,XP_024303163.1,26.582
YCR084C,XP_024303163.1,28.308
YCR084C,XP_024303163.1,30.370
YCR084C,XP_024303163.1,31.801
YCR086W,NP_009105.1,35.714
YCR087C-A,XP_011511808.1,44.444
YCR088W,NP_001258537.1,37.500
YCR090C,NP_060357.1,23.464
YCR091W,NP_001356601.1,41.801
YCR092C,NP_002430.3,34.423
YCR093W,NP_001252541.1,28.272
YCR093W,NP_001252541.1,34.074
YCR094W,NP_001017970.1,35.475
YCR095C,XP_011507465.1,27.731
YCR095W-A,XP_024303519.1,34.615
YCR096C,XP_016870275.1,33.824
YCR097W,NP_001073136.1,37.500
YCR098C,NP_001132928.1,29.688
YCR099C,XP_016871107.1,35.556
YCR100C,NP_003096.2,25.952
YCR102C,NP_671713.1,25.600
YCR105W,NP_000658.1,25.220
YCR106W,XP_024302242.1,20.714
YCR107W,NP_036199.2,33.077
YCR108C,XP_011536675.1,40.000
YDL001W,XP_016866477.1,29.545
YDL002C,XP_024308137.1,32.000
YDL003W,NP_006256.1,32.967
YDL004W,NP_001678.1,34.677
YDL005C,NP_958782.1,23.718
YDL005C,NP_958782.1,25.882
YDL005C,NP_958782.1,26.923
YDL005C,NP_958782.1,27.059
YDL005C,NP_958782.1,27.966
YDL005C,NP_958782.1,33.846
YDL005C,NP_958782.1,36.170
YDL006W,NP_808820.1,34.074
YDL007C-A,NP_001189442.1,28.169
YDL007W,NP_002793.2,73.317
YDL008W,NP_057560.8,44.118
YDL010W,NP_001230328.1,39.024
YDL012C,NP_115788.1,39.024
YDL013W,NP_057645.1,32.727
YDL014W,XP_005258708.1,70.000
YDL015C,NP_001308099.1,32.184
YDL017W,XP_016857915.1,37.989
YDL017W,XP_016857915.1,51.250
YDL018C,NP_006806.1,26.437
YDL019C,NP_001269671.1,36.471
YDL020C,NP_006554.1,26.846
YDL021W,NP_000281.2,30.872
YDL022C-A,NP_001293060.2,56.250
YDL022W,NP_005267.2,49.267
YDL024C,NP_004888.2,21.192
YDL025C,NP_001231775.1,28.333
YDL027C,XP_006715836.1,28.302
YDL028C,XP_016866731.1,38.047
YDL029W,NP_005713.1,67.885
YDL030W,NP_001307759.1,26.923
YDL030W,NP_001307759.1,44.776
YDL031W,NP_001104792.1,35.876
YDL033C,NP_060476.2,31.172
YDL035C,XP_016885215.1,21.839
YDL036C,NP_689473.1,45.683
YDL037C,NP_002449.2,35.714
YDL039C,NP_065983.1,31.731
YDL039C,NP_065983.1,32.329
YDL039C,NP_065983.1,32.609
YDL040C,XP_011533529.1,30.051
YDL042C,NP_036370.2,40.956
YDL043C,NP_009096.2,26.744
YDL044C,XP_005250207.1,20.000
YDL045C,NP_958800.1,31.356
YDL045W-A,NP_060948.3,31.395
YDL047W,NP_002712.1,65.385
YDL048C,NP_001003699.1,28.155
YDL048C,NP_001003699.1,35.185
YDL048C,NP_001003699.1,36.170
YDL049C,NP_001191337.2,25.373
YDL051W,NP_003133.1,26.220
YDL052C,NP_001358366.1,34.685
YDL053C,XP_005267620.1,35.714
YDL054C,XP_024303646.1,21.226
YDL055C,NP_068806.2,57.895
YDL056W,XP_005251814.1,23.077
YDL056W,XP_005251814.1,28.750
YDL056W,XP_005251814.1,47.222
YDL057W,XP_016876520.1,34.667
YDL058W,XP_006714460.1,23.867
YDL058W,XP_006714460.1,35.354
YDL059C,XP_016875259.1,38.095
YDL060W,NP_060598.3,30.549
YDL061C,NP_001023.1,64.815
YDL063C,XP_016867977.1,23.711
YDL064W,XP_024306200.1,56.410
YDL065C,NP_002848.1,26.596
YDL066W,NP_005887.2,67.082
YDL067C,NP_001124401.1,27.907
YDL069C,XP_016857697.1,25.287
YDL070W,XP_011540338.1,24.164
YDL070W,XP_011540338.1,27.950
YDL070W,XP_011540338.1,39.241
